學校名稱,學校首頁,公告網址
市立東山高中,https://tsjh.tc.edu.tw/,https://tsjh.tsjh.tc.edu.tw/ischool/publish_page/237/?cid=5794
市立西苑高中,https://sysh.tc.edu.tw/,https://sysh.tc.edu.tw/p/403-1064-3303.php
市立臺中家商,https://tchcvs.tc.edu.tw/,https://tchcvs.tc.edu.tw/#cmb_10_0
國立臺南二中,https://www.tnssh.tn.edu.tw/,找不到公告連結
國立臺南一中,http://www.tnfsh.tn.edu.tw,連線失敗
國立嘉義高中,https://www.cysh.cy.edu.tw/,https://www.cysh.cy.edu.tw/p/412-1008-5104.php
國立臺南女中,http://www.tngs.tn.edu.tw,找不到公告連結
國立嘉義女中,http://www.cygsh.cy.edu.tw,http://www.cygsh.cy.edu.tw#cmb_16_0
國立華南高商,https://www.hnvs.cy.edu.tw/,"https://www.hnvs.cy.edu.tw/latestevent/index.asp?Parser=9,3,15"
國立嘉義高工,http://www.cyivs.cy.edu.tw,https://www.cyivs.cy.edu.tw/announcement/21636/%e8%ab%8b%e5%80%8b%e5%88%a5%e5%a0%b1%e5%90%8d%e5%ad%b8%e7%94%9f%ef%bc%8c%e8%a8%98%e5%be%97%e7%94%b3%e8%ab%8b%e5%8a%a0%e5%85%a5%e5%85%8d%e8%a9%a6%e5%85%a5%e5%ad%b8%e7%be%a4%e7%b5%84/
私立輔仁高中,https://rpage.fjsh.cy.edu.tw/,https://rpage.fjsh.cy.edu.tw/#cmb_1_0
私立長榮女中,http://www.ckgsh.tn.edu.tw,找不到公告連結
臺南市光華高中,http://www.khgs.tn.edu.tw,找不到公告連結
私立興華高中,https://www.hhsh.cy.edu.tw/,https://www.hhsh.cy.edu.tw/modules/tadnews/page.php?ncsn=19&nsn=328
私立磊川華德福實驗教育學校,https://leichuandesign.wixsite.com/mysite,未確認的可能網址: https://leichuandesign.wixsite.com/mysite/news
私立南英商工,http://www.nyvs.tn.edu.tw,找不到公告連結
國立臺南高商,https://www.tncvs.tn.edu.tw/,"https://www.tncvs.tn.edu.tw/latestevent/index.asp?Parser=9,3,15"
私立嘉華高中,http://www.chsh.cy.edu.tw,http://www.chsh.cy.edu.tw/index.php/2012-12-06-10-02-52
財團法人慈濟高中,https://www.tcsh.tn.edu.tw/,找不到公告連結
財團法人聖功女中,https://www.skgsh.tn.edu.tw/Platform/Index,未確認的可能網址: http://www.skgsh.tn.edu.tw/Platform/ActivityIn#
私立協和祐德高中,https://www.hhvs.tp.edu.tw/,找不到公告連結
國立臺南海事,https://www.tnvs.tn.edu.tw/,https://www.tnvs.tn.edu.tw/2026/05/%e3%80%90%e7%89%b9%e6%8b%9b%e6%88%90%e7%b8%be%e5%85%ac%e5%91%8a%e3%80%91%e6%9c%ac%e6%a0%a1115%e5%ad%b8%e5%b9%b4%e7%89%b9%e8%89%b2%e6%8b%9b%e7%94%9f%e8%a1%93%e7%a7%91%e6%b8%ac%e9%a9%97%e6%88%90/
國立家齊高中,https://www.ccsh.tn.edu.tw/,https://www.ccsh.tn.edu.tw/menu.aspx?boss=20250507140857756
私立長榮高中,http://www.cjshs.tn.edu.tw,http://www.cjshs.tn.edu.tw#cmb_1_0
私立育達高中,http://www.yudah.tp.edu.tw,找不到公告連結
私立金甌女中,http://www.cogsh.tp.edu.tw,找不到公告連結
私立德光高中,http://www.tkgsh.tn.edu.tw,找不到公告連結
私立亞洲餐旅,http://www.asvs.tn.edu.tw,連線失敗
臺南市崑山高中,https://www.ksis.tn.edu.tw/,"未確認的可能網址: https://www.ksis.tn.edu.tw/p/406-1000-14121,r15.php?Lang=zh-tw"
市立松山家商,http://www.ssvs.tp.edu.tw,找不到公告連結
私立宏仁高中,https://www.hjgs.cy.edu.tw/,https://www.hjgs.cy.edu.tw/news.aspx?nID=49219C54DB822612&getId=BD57515E064D2A5E
私立慈幼工商,http://www.ssvs.tn.edu.tw,http://www.ssvs.tn.edu.tw#cmb_1_0
私立六信高中,http://www.lhvs.tn.edu.tw,https://www.lhvs.tn.edu.tw/./index.php?temp=news&lang=cht
私立東方工商,http://www.tfvs.tp.edu.tw,找不到公告連結
私立大同高中,http://www.tsh.ttu.edu.tw,找不到公告連結
國立師大附中,https://www.hs.ntnu.edu.tw/,https://www.k12ea.gov.tw/Tw/Annc/List?filter=AC097895-3399-4890-8891-FC005A77CCB3
私立瀛海高中,http://www.yhsh.tn.edu.tw,http://www.yhsh.tn.edu.tw/yinghainews4.html
私立喬治工商,https://www.gvs.tp.edu.tw/,找不到公告連結
市立西松高中,http://www.hssh.tp.edu.tw,https://www.hssh.tp.edu.tw/p/412-1000-540.php
市立松山高中,http://www.sssh.tp.edu.tw,找不到公告連結
市立松山工農,http://www.saihs.edu.tw,找不到公告連結
市立永春高中,http://www.ycsh.tp.edu.tw,找不到公告連結
市立大安高工,http://www.taivs.tp.edu.tw,找不到公告連結
市立中崙高中,http://www.zlsh.tp.edu.tw/,https://www.zlsh.tp.edu.tw/category/news/
私立延平中學,http://www.yphs.tp.edu.tw,https://www.yphs.tp.edu.tw/category/news/
市立土城高中,http://www.tcjh.tn.edu.tw,https://www.tcjh.tn.edu.tw/modules/school/index.php?department_id=8&page_id=73
私立開平餐飲,http://www.kpvs.tp.edu.tw,https://www.kpvs.tp.edu.tw/policy-announcement/traffic-safety/important-notice/
臺北市新民高中,https://xmhs.tp.edu.tw/,找不到公告連結
市立建國中學,http://www.ck.tp.edu.tw,找不到公告連結
市立和平高中,http://www.hpsh.tp.edu.tw,找不到公告連結
私立復興實驗高中,https://www.fhjh.tp.edu.tw/,https://www.fhjh.tp.edu.tw/news
私立稻江高商,http://www.tkcvs.tp.edu.tw,找不到公告連結
市立芳和實中,https://www.fhehs.tp.edu.tw/,https://www.fhehs.tp.edu.tw/category/news/
市立中山女中,http://www.csghs.tp.edu.tw,https://www.csghs.tp.edu.tw/category/news/
市立南寧高中,http://www.nnjh.tn.edu.tw,https://www.nnjh.tn.edu.tw/modules/school/index.php?department_id=7&page_id=57
臺北市開南高中,https://www.knvs.tp.edu.tw/,https://www.knvs.tp.edu.tw/%e6%a0%a1%e5%9c%92%e5%85%ac%e5%91%8a
國立政大附中,https://www.ahs.nccu.edu.tw/home,找不到公告連結
市立明倫高中,https://www.mlsh.tp.edu.tw/nss/p/index,找不到公告連結
市立成功中學,http://www.cksh.tp.edu.tw,https://www.cksh.tp.edu.tw/category/news/
私立東山高中,http://www.tshs.tp.edu.tw,找不到公告連結
市立成淵高中,http://www.cyhs.tp.edu.tw,找不到公告連結
市立北一女中,http://www.fg.tp.edu.tw,https://www.fg.tp.edu.tw/category/news/news1/
市立南港高工,http://www.nkhs.tp.edu.tw,找不到公告連結
市立大同高中,http://www.ttsh.tp.edu.tw,https://www.ttsh.tp.edu.tw/category/news/
市立大理高中,http://newweb.tlsh.tp.edu.tw/,找不到公告連結
市立華江高中,http://www.hcsh.tp.edu.tw,http://www.hcsh.tp.edu.tw/guide/content?a=T0RESU1qSTFOamMwT0RNPTVnak00Y1ROeGNsVGludGVseQ==&c=T0RESU1qSTFOamMwT0RNPTVnak00Y1ROeGNsVGludGVseQ==
私立靜心高中,http://www.chjhs.tp.edu.tw/dispPageBox/MainHp.aspx?ddsPageID=MAINHP,連線失敗
市立大直高中,http://www.dcsh.tp.edu.tw,https://www.dcsh.tp.edu.tw/category/news/
私立再興中學,http://www.thsh.tp.edu.tw,找不到公告連結
市立木柵高工,http://www.mcvs.tp.edu.tw,找不到公告連結
市立育成高中,http://mars.yucsh.tp.edu.tw/ischool/publish_page/0/,找不到公告連結
私立滬江高中,https://www.hchs.tp.edu.tw/,https://www.hchs.tp.edu.tw/ann/
臺北市數位實驗高中,https://tschool.tp.edu.tw,找不到公告連結
市立景美女中,http://www.cmgsh.tp.edu.tw,找不到公告連結
私立達人高中,https://www1.trgsh.tp.edu.tw/,找不到公告連結
私立東吳工家,http://www.dwvs.cy.edu.tw,未確認的可能網址: https://ann.cloud.ncnu.edu.tw/
臺北市幼華高中,https://rpage1.yh.tp.edu.tw/,找不到公告連結
私立華岡藝校,http://www.hka.edu.tw,找不到公告連結
私立大誠高中,https://www.tcsh.tp.edu.tw/,https://www.tcsh.tp.edu.tw/lastest_news_list/154
私立薇閣高中,https://web.wghs.tp.edu.tw/nss/p/index,找不到公告連結
私立景文高中,https://www.jwsh.tp.edu.tw/tc/index.aspx,https://www.jwsh.tp.edu.tw/%e6%9c%80%e6%96%b0%e6%b6%88%e6%81%af/
市立內湖高中,http://www.nhsh.tp.edu.tw,https://www.doe.gov.taipei/News.aspx?n=8E040C375C754678&sms=78D644F2755ACCAA
市立萬芳高中,http://www.wfsh.tp.edu.tw,找不到公告連結
私立惇敍工商,https://sites.google.com/mail.thvs.tp.edu.tw/thvs/%E9%A6%96%E9%A0%81,找不到公告連結
私立奎山實驗高級中學,https://www.kshs.tp.edu.tw/,找不到公告連結
私立衛理女中,http://www.wlgsh.tp.edu.tw,找不到公告連結
私立大榮高中,https://www.dystcs.kh.edu.tw/,找不到公告連結
天主教明誠高中,https://www.mcsh.kh.edu.tw/,找不到公告連結
私立中華藝校,https://www.charts.kh.edu.tw/,找不到公告連結
私立華興中學,http://www.hhhs.tp.edu.tw,找不到公告連結
私立泰北高中,http://www.tpsh.tp.edu.tw,http://www.tpsh.tp.edu.tw/news/admissions-news
市立內湖高工,http://www.nihs.tp.edu.tw,找不到公告連結
私立樹德家商,http://www.shute.kh.edu.tw,找不到公告連結
市立南港高中,http://www.nksh.tp.edu.tw,http://www.nksh.tp.edu.tw#cmb_1_0
私立靜修高中,http://www.bish.tp.edu.tw,未確認的可能網址: http://www.bish.tp.edu.tw/data.php?id=5958&tpl=5
市立陽明高中,http://www.ymsh.tp.edu.tw,https://www.ymsh.tp.edu.tw/category/news/
市立士林高商,http://www.slhs.tp.edu.tw,https://www3.slhs.tp.edu.tw/training/board.asp
市立中山高中,http://www.cshs.kh.edu.tw,找不到公告連結
市立三民家商,http://www.smvhs.kh.edu.tw,找不到公告連結
市立高雄女中,http://www.kghs.kh.edu.tw,找不到公告連結
市立復興高中,http://www.fhsh.tp.edu.tw,https://www.fhsh.tp.edu.tw/category/news/
市立海青工商,http://www.hcvs.kh.edu.tw,找不到公告連結
市立高雄高工,http://www.ksvs.kh.edu.tw,找不到公告連結
私立立志高中,https://w5.lcvs.kh.edu.tw/,https://w9.lcvs.kh.edu.tw/bulletin/index_rwd.php
市立高雄高商,https://www.ksvcs.kh.edu.tw/,找不到公告連結
市立麗山高中,http://www.lssh.tp.edu.tw,https://www.lssh.tp.edu.tw/category/news/
市立南湖高中,http://www.nhush.tp.edu.tw,https://www.nhush.tp.edu.tw/category/news/
市立左營高中,https://www.tyhs.kh.edu.tw/,https://www.tyhs.kh.edu.tw/notice
私立三信家商,http://www.sanhsin.edu.tw,連線失敗
市立小港高中,https://www.hkhs.kh.edu.tw/,找不到公告連結
國立中山大學附屬國光高中,https://kksh.nsysu.edu.tw/,https://kksh.nsysu.edu.tw/#cmb_280_0
市立新莊高中,https://www.hchs.kh.edu.tw/,https://www.hchs.kh.edu.tw/category/news/
私立復華高中,http://www.fhhs.kh.edu.tw,找不到公告連結
市立楠梓高中,http://www.nths.kh.edu.tw,http://www.nths.kh.edu.tw/webboard/Board
私立光華高商進修學校,http://www.khvs.ntpc.edu.tw,找不到公告連結
國立金門高中,http://www.kmsh.km.edu.tw,找不到公告連結
天主教道明中學,http://www.dmhs.kh.edu.tw,找不到公告連結
國立金門農工,http://www.kmvs.km.edu.tw,找不到公告連結
私立南華高中進修學校,http://www.nhwsh.tp.edu.tw,找不到公告連結
私立志仁中學進修學校,http://www.cjvs.tp.edu.tw,找不到公告連結
國立高師大附中,http://www.nknush.kh.edu.tw,找不到公告連結
市立中正高中,https://www.ccsh.tp.edu.tw/,https://www.ccsh.tp.edu.tw/category/news/
市立中正高中,http://www.cchs.kh.edu.tw,找不到公告連結
市立高雄中學,https://www.kshs.kh.edu.tw/,"https://www.kshs.kh.edu.tw/latestevent/index?Parser=9,3,21"
市立前鎮高中,http://www.cjhs.kh.edu.tw,找不到公告連結
市立三民高中,http://www.smhs.kh.edu.tw,http://www.smhs.kh.edu.tw/p/403-1000-50.php
市立瑞祥高中,http://www.rssh.kh.edu.tw,找不到公告連結
市立中正高工,http://www.ccvs.kh.edu.tw,找不到公告連結
國立高餐大附屬餐旅中學,https://nkhhs.kmhjh.kh.edu.tw/,找不到公告連結
市立新興高中,https://www.hhhs.kh.edu.tw/,未確認的可能網址: https://www.hhhs.kh.edu.tw/InsidePage/News?NIID=10&type=10
市立鼓山高中,http://www.kusjh.kh.edu.tw,http://www.kusjh.kh.edu.tw/news/0
國立馬祖高中,http://www.mssh.matsu.edu.tw,http://www.mssh.matsu.edu.tw/p/412-1014-2328.php?Lang=zh-tw
市立百齡高中,http://www.blsh.tp.edu.tw,找不到公告連結
私立稻江護家,http://www.tcnvs.tp.edu.tw,未確認的可能網址: https://script.google.com/macros/s/AKfycbyUDFt2yAyXbtu7y9Jf3qT-TEENIWXG4-31zEPQesGlRJgQsNsODOntOQ_jqXJqC2s2/exec
